,代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),结算价,成交额(百万),成交量,持仓量,date_x,week,weekly,year_x,month_x,yearmonth,date_y,中国:开工率:纯碱,中国:产量:纯碱,中国:产量:碳酸钠(纯碱):累计值,中国:产量:碳酸钠(纯碱):累计同比,中国:产量:碳酸钠(纯碱):当月值,中国:产量:碳酸钠(纯碱):当月同比,期货持仓量:纯碱,期货持仓量(活跃合约):纯碱,中国:工厂总库存:纯碱,中国:进口数量:碳酸钠(纯碱)(28362000):当月同比,中国:进口数量:碳酸钠(纯碱)(28362000):累计同比,中国:出口数量:碳酸钠(纯碱)(28362000):当月同比,中国:出口数量:碳酸钠(纯碱)(28362000):当月环比,中国:开工率:纯碱.1,中国:产量:氧化铝:累计同比,中国:产量:氧化铝:当月同比,指标名称,中国:固定资产投资完成额:累计同比,中国:固定资产投资完成额:制造业:累计同比,中国:规模以上工业增加值:金属制品业:累计同比,中国:规模以上工业增加值:金属制品业:当月同比,中国:规模以上工业增加值:通用设备制造业:当月同比,中国:规模以上工业增加值:通用设备制造业:累计同比,中国:规模以上工业增加值:专用设备制造业:当月同比,中国:规模以上工业增加值:专用设备制造业:累计同比,中国:产量:工业锅炉:当月同比,中国:产量:工业锅炉:累计同比,中国:产量:金属切削机床:累计同比,中国:产量:金属切削机床:当月同比,中国:产量:汽车:当月同比,中国:产量:汽车:累计同比,中国:PPI:全部工业品:当月同比,中国:PPI:全部工业品:累计同比,year_y,month_y
0,SA309.CZC,纯碱2309,2019-12-06,1566,1606,1552,1584,1587,558.68,17602,6054,2019-12-06,49,49,2019,12,12,,,,,,,,,,,,,,,,,,2019-11,5.2,2.5,5.7,6.0,6.2,4.1,7.0,7.0,2.4,-2.5,-17.7,-13.2,3.7,-9.6,-1.4,-0.3,2019,11
1,SA309.CZC,纯碱2309,2019-12-13,1585,1689,1580,1640,1641,767.33,23390,5372,2019-12-13,50,50,2019,12,12,2019-12-05,88.38,56.02,,,,,0.0,38922.0,,,,,,88.38,,,2019-11,5.2,2.5,5.7,6.0,6.2,4.1,7.0,7.0,2.4,-2.5,-17.7,-13.2,3.7,-9.6,-1.4,-0.3,2019,11
2,SA309.CZC,纯碱2309,2019-12-20,1644,1670,1630,1644,1648,546.11,16538,8050,2019-12-20,51,51,2019,12,12,2019-12-12,83.61,54.57,,,,,37796.0,31568.0,,,,,,83.61,,,2019-11,5.2,2.5,5.7,6.0,6.2,4.1,7.0,7.0,2.4,-2.5,-17.7,-13.2,3.7,-9.6,-1.4,-0.3,2019,11
3,SA309.CZC,纯碱2309,2019-12-27,1642,1669,1636,1653,1660,281.84,8546,10174,2019-12-27,52,52,2019,12,12,2019-12-19,81.81,54.21,,,,,84816.0,77498.0,,,,,,81.81,,,2019-11,5.2,2.5,5.7,6.0,6.2,4.1,7.0,7.0,2.4,-2.5,-17.7,-13.2,3.7,-9.6,-1.4,-0.3,2019,11
4,SA309.CZC,纯碱2309,2020-01-03,1655,1702,1651,1689,1685,270.76,8034,5375,2020-01-03,1,53,2020,1,13,,,,,,,,,,,,,,,,,,2019-12,5.4,3.1,5.8,6.3,4.9,4.3,6.5,6.9,-1.1,-5.7,-18.8,-14.3,8.1,-8.0,-0.5,-0.3,2019,12
5,SA309.CZC,纯碱2309,2020-01-10,1693,1714,1674,1699,1701,218.7,6469,4852,2020-01-10,2,54,2020,1,13,2020-01-02,80.1,55.93,,,,,40967.0,34862.0,,,,,,80.1,,,2019-12,5.4,3.1,5.8,6.3,4.9,4.3,6.5,6.9,-1.1,-5.7,-18.8,-14.3,8.1,-8.0,-0.5,-0.3,2019,12
6,SA309.CZC,纯碱2309,2020-01-17,1697,1723,1685,1706,1705,166.7,4894,4919,2020-01-17,3,55,2020,1,13,2020-01-09,83.23,58.3,,,,,38613.0,33327.0,,,,,,83.23,,,2019-12,5.4,3.1,5.8,6.3,4.9,4.3,6.5,6.9,-1.1,-5.7,-18.8,-14.3,8.1,-8.0,-0.5,-0.3,2019,12
7,SA309.CZC,纯碱2309,2020-01-23,1700,1700,1634,1648,1654,103.71,3098,3983,2020-01-23,4,56,2020,1,13,2020-01-16,82.61,57.86,,,,,42792.0,37522.0,,,,,,82.61,,,2019-12,5.4,3.1,5.8,6.3,4.9,4.3,6.5,6.9,-1.1,-5.7,-18.8,-14.3,8.1,-8.0,-0.5,-0.3,2019,12
8,SA309.CZC,纯碱2309,2020-02-07,1542,1643,1542,1615,1616,122.09,3839,3907,2020-02-07,6,58,2020,2,14,2020-01-30,79.08,55.39,,,,,,,,7138.916561,7138.916561,-12.697643,-30.058793,79.08,,,2020-01,,,,,,,,,,,,,,,0.1,0.1,2020,1
9,SA309.CZC,纯碱2309,2020-02-14,1609,1628,1606,1626,1623,72.82,2246,4213,2020-02-14,7,59,2020,2,14,2020-02-06,75.59,52.95,,,,,21822.0,18012.0,,,,,,75.59,,,2020-01,,,,,,,,,,,,,,,0.1,0.1,2020,1
10,SA309.CZC,纯碱2309,2020-02-21,1630,1650,1625,1638,1636,65.73,2009,4637,2020-02-21,8,60,2020,2,14,2020-02-13,68.82,48.21,,,,,24362.0,20067.0,,,,,,68.82,,,2020-01,,,,,,,,,,,,,,,0.1,0.1,2020,1
11,SA309.CZC,纯碱2309,2020-02-28,1630,1677,1610,1630,1634,118.5,3585,4977,2020-02-28,9,61,2020,2,14,2020-02-20,70.68,49.5,,,,,25966.0,21231.0,,,,,,70.68,,,2020-01,,,,,,,,,,,,,,,0.1,0.1,2020,1
12,SA309.CZC,纯碱2309,2020-03-06,1627,1658,1621,1630,1630,94.19,2871,4831,2020-03-06,10,62,2020,3,15,2020-02-27,73.44,51.44,430.9,-3.4,,,28504.0,23054.0,,1979.522028,4357.603914,-24.453174,-28.842179,73.44,-13.0,,2020-02,-24.5,-31.5,-26.9,,,-28.2,,-24.4,,-31.5,-44.6,,,-45.8,-0.4,-0.2,2020,2
13,SA309.CZC,纯碱2309,2020-03-13,1577,1669,1577,1606,1608,163.37,5060,5143,2020-03-13,11,63,2020,3,15,2020-03-05,75.61,52.96,,,,,30083.0,24188.0,,,,,,75.61,,,2020-02,-24.5,-31.5,-26.9,,,-28.2,,-24.4,,-31.5,-44.6,,,-45.8,-0.4,-0.2,2020,2
14,SA309.CZC,纯碱2309,2020-03-20,1610,1615,1502,1517,1515,265.8,8553,6612,2020-03-20,12,64,2020,3,15,2020-03-12,80.31,56.42,,,,,34830.0,28458.0,,,,,,80.31,,,2020-02,-24.5,-31.5,-26.9,,,-28.2,,-24.4,,-31.5,-44.6,,,-45.8,-0.4,-0.2,2020,2
15,SA309.CZC,纯碱2309,2020-03-27,1510,1513,1476,1477,1482,228.65,7647,5145,2020-03-27,13,65,2020,3,15,2020-03-19,79.91,56.14,,,,,34374.0,26933.0,,,,,,79.91,,,2020-02,-24.5,-31.5,-26.9,,,-28.2,,-24.4,,-31.5,-44.6,,,-45.8,-0.4,-0.2,2020,2
16,SA309.CZC,纯碱2309,2020-04-03,1470,1470,1431,1445,1449,271.06,9345,4859,2020-04-03,14,66,2020,4,16,2020-03-26,80.83,56.61,,,,,25078.0,17809.0,,,,,,80.83,,,2020-03,-16.1,-25.2,-15.0,-1.6,-5.4,-17.2,-2.2,-13.5,-16.2,-21.3,-29.4,-21.7,-43.0,-44.6,-1.5,-0.6,2020,3
17,SA309.CZC,纯碱2309,2020-04-10,1453,1491,1453,1476,1480,456.68,15488,7425,2020-04-10,15,67,2020,4,16,2020-04-02,81.91,57.37,660.4,-2.0,230.5,-1.8,22796.0,15509.0,,4550.510867,4422.020362,12.462433,134.961645,81.91,-7.2,-3.6,2020-03,-16.1,-25.2,-15.0,-1.6,-5.4,-17.2,-2.2,-13.5,-16.2,-21.3,-29.4,-21.7,-43.0,-44.6,-1.5,-0.6,2020,3
18,SA309.CZC,纯碱2309,2020-04-17,1479,1559,1404,1472,1470,3985.56,134303,17901,2020-04-17,16,68,2020,4,16,2020-04-09,82.48,57.77,,,,,20948.0,14424.0,,,,,,82.48,,,2020-03,-16.1,-25.2,-15.0,-1.6,-5.4,-17.2,-2.2,-13.5,-16.2,-21.3,-29.4,-21.7,-43.0,-44.6,-1.5,-0.6,2020,3
19,SA309.CZC,纯碱2309,2020-04-24,1465,1518,1448,1479,1478,5485.74,184872,16657,2020-04-24,17,69,2020,4,16,2020-04-16,77.69,54.57,,,,,24562.0,14757.0,,,,,,77.69,,,2020-03,-16.1,-25.2,-15.0,-1.6,-5.4,-17.2,-2.2,-13.5,-16.2,-21.3,-29.4,-21.7,-43.0,-44.6,-1.5,-0.6,2020,3
20,SA309.CZC,纯碱2309,2020-04-30,1473,1491,1435,1447,1444,2493.45,85379,17090,2020-04-30,18,70,2020,4,16,2020-04-23,77.39,54.37,,,,,34590.0,22265.0,,,,,,77.39,,,2020-03,-16.1,-25.2,-15.0,-1.6,-5.4,-17.2,-2.2,-13.5,-16.2,-21.3,-29.4,-21.7,-43.0,-44.6,-1.5,-0.6,2020,3
21,SA309.CZC,纯碱2309,2020-05-08,1454,1468,1436,1439,1447,2032.08,69992,25143,2020-05-08,19,71,2020,5,17,2020-04-30,77.3,54.31,896.5,-1.6,235.4,-0.9,24603.0,18012.0,,75188.542829,8034.919292,-14.277697,-29.67736,77.3,-6.1,-3.2,2020-04,-10.3,-18.8,-7.3,8.9,7.5,-9.0,14.3,-4.2,-5.8,-16.4,-19.9,11.4,5.1,-32.3,-3.1,-1.2,2020,4
22,SA309.CZC,纯碱2309,2020-05-15,1442,1447,1398,1435,1435,9386.18,328589,43365,2020-05-15,20,72,2020,5,17,2020-05-08,73.14,51.39,,,,,23339.0,18331.0,,,,,,73.14,,,2020-04,-10.3,-18.8,-7.3,8.9,7.5,-9.0,14.3,-4.2,-5.8,-16.4,-19.9,11.4,5.1,-32.3,-3.1,-1.2,2020,4
23,SA309.CZC,纯碱2309,2020-05-22,1433,1461,1419,1422,1432,6728.43,233036,45729,2020-05-22,21,73,2020,5,17,2020-05-14,69.96,49.15,,,,,42538.0,36782.0,,,,,,69.96,,,2020-04,-10.3,-18.8,-7.3,8.9,7.5,-9.0,14.3,-4.2,-5.8,-16.4,-19.9,11.4,5.1,-32.3,-3.1,-1.2,2020,4
24,SA309.CZC,纯碱2309,2020-05-29,1423,1487,1408,1476,1477,16998.84,582704,63420,2020-05-29,22,74,2020,5,17,2020-05-21,69.19,48.61,,,,,50859.0,45394.0,,,,,,69.19,,,2020-04,-10.3,-18.8,-7.3,8.9,7.5,-9.0,14.3,-4.2,-5.8,-16.4,-19.9,11.4,5.1,-32.3,-3.1,-1.2,2020,4
25,SA309.CZC,纯碱2309,2020-06-05,1478,1490,1456,1470,1468,8768.77,297509,67928,2020-06-05,23,75,2020,6,18,2020-05-28,66.28,46.56,1118.5,-3.3,216.7,-11.0,58700.0,53466.0,,1245.44545,4708.879188,-29.00385,-29.848617,66.28,-5.8,-4.6,2020-05,-6.3,-14.8,-4.7,3.6,7.3,-4.9,16.4,1.0,-9.8,-18.9,-14.8,17.1,19.0,-23.6,-3.7,-1.7,2020,5
26,SA309.CZC,纯碱2309,2020-06-12,1473,1478,1422,1436,1437,9528.35,330286,78201,2020-06-12,24,76,2020,6,18,2020-06-04,62.85,44.15,,,,,72089.0,65972.0,,,,,,62.85,,,2020-05,-6.3,-14.8,-4.7,3.6,7.3,-4.9,16.4,1.0,-9.8,-18.9,-14.8,17.1,19.0,-23.6,-3.7,-1.7,2020,5
27,SA309.CZC,纯碱2309,2020-06-19,1438,1455,1428,1440,1434,6747.2,234210,74033,2020-06-19,25,77,2020,6,18,2020-06-12,62.1,43.63,,,,,76179.0,68469.0,,,,,,62.1,,,2020-05,-6.3,-14.8,-4.7,3.6,7.3,-4.9,16.4,1.0,-9.8,-18.9,-14.8,17.1,19.0,-23.6,-3.7,-1.7,2020,5
28,SA309.CZC,纯碱2309,2020-06-24,1441,1445,1396,1401,1413,4616.48,162310,88835,2020-06-24,26,78,2020,6,18,2020-06-18,68.99,48.47,,,,,84671.0,75135.0,,,,,,68.99,,,2020-05,-6.3,-14.8,-4.7,3.6,7.3,-4.9,16.4,1.0,-9.8,-18.9,-14.8,17.1,19.0,-23.6,-3.7,-1.7,2020,5
29,SA309.CZC,纯碱2309,2020-07-03,1396,1407,1358,1375,1374,11734.62,426013,136119,2020-07-03,27,79,2020,7,19,2020-06-24,72.26,50.77,,,,,85350.0,75951.0,,,,,,72.26,,,2020-06,-3.1,-11.7,-3.1,2.6,7.4,-2.3,9.6,2.9,-18.2,-25.6,-7.7,15.4,20.4,-16.5,-3.0,-1.9,2020,6
30,SA309.CZC,纯碱2309,2020-07-10,1375,1399,1363,1389,1390,11086.36,400522,125166,2020-07-10,28,80,2020,7,19,2020-07-02,73.88,51.91,1336.2,-3.8,218.1,-6.3,98802.0,88970.0,,-84.149803,461.95783,19.647628,43.857333,73.88,-5.1,-1.8,2020-06,-3.1,-11.7,-3.1,2.6,7.4,-2.3,9.6,2.9,-18.2,-25.6,-7.7,15.4,20.4,-16.5,-3.0,-1.9,2020,6
31,SA309.CZC,纯碱2309,2020-07-17,1389,1416,1341,1356,1361,13718.65,496430,147726,2020-07-17,29,81,2020,7,19,2020-07-09,69.37,48.74,,,,,148649.0,133618.0,,,,,,69.37,,,2020-06,-3.1,-11.7,-3.1,2.6,7.4,-2.3,9.6,2.9,-18.2,-25.6,-7.7,15.4,20.4,-16.5,-3.0,-1.9,2020,6
32,SA309.CZC,纯碱2309,2020-07-24,1356,1357,1288,1320,1323,22221.59,842401,147568,2020-07-24,30,82,2020,7,19,2020-07-16,71.21,50.03,,,,,146722.0,127433.0,,,,,,71.21,,,2020-06,-3.1,-11.7,-3.1,2.6,7.4,-2.3,9.6,2.9,-18.2,-25.6,-7.7,15.4,20.4,-16.5,-3.0,-1.9,2020,6
33,SA309.CZC,纯碱2309,2020-07-31,1320,1338,1305,1327,1327,14547.99,549147,137879,2020-07-31,31,83,2020,7,19,2020-07-23,78.07,54.85,,,,,184272.0,163018.0,,,,,,78.07,,,2020-06,-3.1,-11.7,-3.1,2.6,7.4,-2.3,9.6,2.9,-18.2,-25.6,-7.7,15.4,20.4,-16.5,-3.0,-1.9,2020,6
34,SA309.CZC,纯碱2309,2020-08-07,1330,1472,1320,1472,1454,60854.35,2144737,122089,2020-08-07,32,84,2020,8,20,2020-07-30,78.27,55.49,1580.2,-2.9,241.8,1.6,173130.0,150622.0,,-99.766793,332.828017,60.080974,27.271127,78.27,-5.5,-1.6,2020-07,-1.6,-10.2,-1.2,7.8,9.6,-0.3,10.2,4.1,-17.3,-24.8,-9.1,14.7,26.8,-9.7,-2.4,-2.0,2020,7
35,SA309.CZC,纯碱2309,2020-08-14,1477,1504,1368,1374,1391,57752.29,2010800,88112,2020-08-14,33,85,2020,8,20,2020-08-06,77.37,54.84,,,,,178736.0,128611.0,,,,,,77.37,,,2020-07,-1.6,-10.2,-1.2,7.8,9.6,-0.3,10.2,4.1,-17.3,-24.8,-9.1,14.7,26.8,-9.7,-2.4,-2.0,2020,7
36,SA309.CZC,纯碱2309,2020-08-21,1384,1463,1339,1427,1441,18713.72,674735,24553,2020-08-21,34,86,2020,8,20,2020-08-13,75.29,54.84,,,,,177928.0,94969.0,,,,,,75.29,,,2020-07,-1.6,-10.2,-1.2,7.8,9.6,-0.3,10.2,4.1,-17.3,-24.8,-9.1,14.7,26.8,-9.7,-2.4,-2.0,2020,7
37,SA309.CZC,纯碱2309,2020-08-28,1431,1626,1425,1580,1582,5053.13,162617,10506,2020-08-28,35,87,2020,8,20,2020-08-20,72.53,51.42,,,,,164482.0,71709.0,,,,,,72.53,,,2020-07,-1.6,-10.2,-1.2,7.8,9.6,-0.3,10.2,4.1,-17.3,-24.8,-9.1,14.7,26.8,-9.7,-2.4,-2.0,2020,7
38,SA309.CZC,纯碱2309,2020-09-04,1580,1759,1578,1730,1708,449.96,13713,1775,2020-09-04,36,88,2020,9,21,2020-08-27,70.28,49.82,,,,,172558.0,118041.0,,,,,,70.28,,,2020-08,-0.3,-8.1,0.2,9.9,10.9,1.2,8.0,4.6,-17.4,-23.3,-6.7,11.8,7.6,-9.0,-2.0,-2.0,2020,8
39,SA309.CZC,纯碱2309,2020-09-11,1730,1830,1721,1830,1794,21.36,609,1406,2020-09-11,37,89,2020,9,21,2020-09-03,70.77,50.17,1818.6,-2.7,238.4,-1.4,221934.0,162613.0,,-99.950601,115.628121,52.655973,30.074472,70.77,-4.0,6.6,2020-08,-0.3,-8.1,0.2,9.9,10.9,1.2,8.0,4.6,-17.4,-23.3,-6.7,11.8,7.6,-9.0,-2.0,-2.0,2020,8
40,SA309.CZC,纯碱2309,2020-09-18,1651,1651,1583,1609,1600,7.71,241,118,2020-09-18,38,90,2020,9,21,2020-09-10,67.24,47.67,,,,,264140.0,204083.0,,,,,,67.24,,,2020-08,-0.3,-8.1,0.2,9.9,10.9,1.2,8.0,4.6,-17.4,-23.3,-6.7,11.8,7.6,-9.0,-2.0,-2.0,2020,8
41,SA309.CZC,纯碱2309,2020-09-25,1602,1612,1571,1591,1590,8.19,257,189,2020-09-25,39,91,2020,9,21,2020-09-17,72.01,51.05,,,,,243701.0,192285.0,,,,,,72.01,,,2020-08,-0.3,-8.1,0.2,9.9,10.9,1.2,8.0,4.6,-17.4,-23.3,-6.7,11.8,7.6,-9.0,-2.0,-2.0,2020,8
42,SA309.CZC,纯碱2309,2020-09-30,1584,1600,1566,1583,1579,2.27,72,185,2020-09-30,40,92,2020,9,21,2020-09-24,76.21,56.38,,,,,195587.0,152737.0,,,,,,76.21,,,2020-08,-0.3,-8.1,0.2,9.9,10.9,1.2,8.0,4.6,-17.4,-23.3,-6.7,11.8,7.6,-9.0,-2.0,-2.0,2020,8
43,SA309.CZC,纯碱2309,2020-10-09,1571,1585,1568,1580,1574,0.76,24,190,2020-10-09,41,93,2020,10,22,2020-09-30,77.83,55.17,2032.8,-4.3,219.1,-12.1,205180.0,155879.0,,-99.803722,110.318366,-10.20285,-39.641895,77.83,-1.9,13.9,2020-09,0.8,-6.5,1.8,12.6,12.5,2.6,8.0,5.1,-9.0,-20.0,-2.7,20.6,13.8,-6.1,-2.1,-2.0,2020,9
44,SA309.CZC,纯碱2309,2020-10-16,1588,1631,1585,1615,1617,14.74,457,234,2020-10-16,42,94,2020,10,22,,,,,,,,,,,,,,,,,,2020-09,0.8,-6.5,1.8,12.6,12.5,2.6,8.0,5.1,-9.0,-20.0,-2.7,20.6,13.8,-6.1,-2.1,-2.0,2020,9
45,SA309.CZC,纯碱2309,2020-10-23,1620,1639,1571,1596,1607,15.15,469,222,2020-10-23,43,95,2020,10,22,2020-10-15,78.57,55.7,,,,,134927.0,107079.0,,,,,,78.57,,,2020-09,0.8,-6.5,1.8,12.6,12.5,2.6,8.0,5.1,-9.0,-20.0,-2.7,20.6,13.8,-6.1,-2.1,-2.0,2020,9
46,SA309.CZC,纯碱2309,2020-10-30,1600,1610,1576,1596,1595,11.23,353,237,2020-10-30,44,96,2020,10,22,2020-10-22,81.68,57.21,,,,,183137.0,150836.0,,,,,,81.68,,,2020-09,0.8,-6.5,1.8,12.6,12.5,2.6,8.0,5.1,-9.0,-20.0,-2.7,20.6,13.8,-6.1,-2.1,-2.0,2020,9
47,SA309.CZC,纯碱2309,2020-11-06,1600,1642,1595,1619,1622,11.47,354,173,2020-11-06,45,97,2020,11,23,2020-10-29,80.99,56.73,2284.9,-4.1,250.7,-1.9,165196.0,133759.0,,703.271943,147.128646,-23.28834,-15.057191,80.99,-0.8,9.0,2020-10,1.8,-5.3,3.1,14.1,13.1,3.7,8.0,5.4,-7.1,-18.1,0.6,29.0,11.1,-4.1,-2.1,-2.0,2020,10
48,SA309.CZC,纯碱2309,2020-11-13,1615,1629,1603,1627,1624,11.72,363,210,2020-11-13,46,98,2020,11,23,2020-11-05,78.14,54.73,,,,,171934.0,143046.0,,,,,,78.14,,,2020-10,1.8,-5.3,3.1,14.1,13.1,3.7,8.0,5.4,-7.1,-18.1,0.6,29.0,11.1,-4.1,-2.1,-2.0,2020,10
49,SA309.CZC,纯碱2309,2020-11-20,1645,1668,1600,1615,1615,13.62,420,233,2020-11-20,47,99,2020,11,23,2020-11-12,76.97,53.91,,,,,217734.0,181560.0,,,,,,76.97,,,2020-10,1.8,-5.3,3.1,14.1,13.1,3.7,8.0,5.4,-7.1,-18.1,0.6,29.0,11.1,-4.1,-2.1,-2.0,2020,10
50,SA309.CZC,纯碱2309,2020-11-27,1614,1649,1608,1639,1637,15.1,464,294,2020-11-27,48,100,2020,11,23,2020-11-19,77.95,54.6,,,,,265620.0,228616.0,,,,,,77.95,,,2020-10,1.8,-5.3,3.1,14.1,13.1,3.7,8.0,5.4,-7.1,-18.1,0.6,29.0,11.1,-4.1,-2.1,-2.0,2020,10
51,SA309.CZC,纯碱2309,2020-12-04,1637,1637,1571,1605,1599,20.04,626,369,2020-12-04,49,101,2020,12,24,2020-11-26,80.22,56.19,,,,,308682.0,258863.0,,,,,,80.22,,,2020-11,2.6,-3.5,4.3,13.8,10.2,4.4,10.5,6.0,50.9,21.0,4.1,25.7,8.1,-2.7,-1.5,-2.0,2020,11
52,SA309.CZC,纯碱2309,2020-12-11,1612,1623,1550,1575,1580,72.01,2278,844,2020-12-11,50,102,2020,12,24,2020-12-03,79.25,55.5,2503.8,-5.3,245.0,-6.5,361887.0,294968.0,,62.789857,122.986494,-42.637918,-33.506703,79.25,0.5,11.3,2020-11,2.6,-3.5,4.3,13.8,10.2,4.4,10.5,6.0,50.9,21.0,4.1,25.7,8.1,-2.7,-1.5,-2.0,2020,11
53,SA309.CZC,纯碱2309,2020-12-18,1577,1699,1571,1671,1682,119.48,3615,1534,2020-12-18,51,103,2020,12,24,2020-12-10,78.52,55.0,,,,,401346.0,304528.0,,,,,,78.52,,,2020-11,2.6,-3.5,4.3,13.8,10.2,4.4,10.5,6.0,50.9,21.0,4.1,25.7,8.1,-2.7,-1.5,-2.0,2020,11
54,SA309.CZC,纯碱2309,2020-12-25,1678,1779,1664,1752,1755,260.85,7477,2376,2020-12-25,52,104,2020,12,24,2020-12-17,75.17,52.65,,,,,309580.0,183161.0,,,,,,75.17,,,2020-11,2.6,-3.5,4.3,13.8,10.2,4.4,10.5,6.0,50.9,21.0,4.1,25.7,8.1,-2.7,-1.5,-2.0,2020,11
55,SA309.CZC,纯碱2309,2020-12-31,1759,1774,1682,1729,1724,286.77,8334,4018,2020-12-31,53,105,2020,12,24,2020-12-24,66.26,46.95,,,,,261409.0,154014.0,,,,,,66.26,,,2020-11,2.6,-3.5,4.3,13.8,10.2,4.4,10.5,6.0,50.9,21.0,4.1,25.7,8.1,-2.7,-1.5,-2.0,2020,11
56,SA309.CZC,纯碱2309,2021-01-08,1726,1792,1710,1744,1756,712.78,20372,7386,2021-01-08,1,105,2021,1,25,,,,,,,,,,,,,,,,,,2020-12,2.9,-2.2,5.2,13.0,11.1,5.1,8.7,6.3,13.4,-1.2,5.9,32.4,6.5,-1.4,-0.4,-1.8,2020,12
57,SA309.CZC,纯碱2309,2021-01-15,1745,1745,1662,1715,1699,1039.09,30760,11206,2021-01-15,2,106,2021,1,25,2021-01-07,69.54,49.38,,,,,232316.0,175758.0,,,,,,69.54,,,2020-12,2.9,-2.2,5.2,13.0,11.1,5.1,8.7,6.3,13.4,-1.2,5.9,32.4,6.5,-1.4,-0.4,-1.8,2020,12
58,SA309.CZC,纯碱2309,2021-01-22,1713,1754,1690,1725,1734,890.29,25757,13845,2021-01-22,3,107,2021,1,25,2021-01-14,72.66,51.6,,,,,254422.0,200965.0,,,,,,72.66,,,2020-12,2.9,-2.2,5.2,13.0,11.1,5.1,8.7,6.3,13.4,-1.2,5.9,32.4,6.5,-1.4,-0.4,-1.8,2020,12
59,SA309.CZC,纯碱2309,2021-01-29,1723,1760,1708,1747,1750,1056.1,30375,15514,2021-01-29,4,108,2021,1,25,2021-01-21,74.89,53.19,,,,,232079.0,179372.0,,,,,,74.89,,,2020-12,2.9,-2.2,5.2,13.0,11.1,5.1,8.7,6.3,13.4,-1.2,5.9,32.4,6.5,-1.4,-0.4,-1.8,2020,12
60,SA309.CZC,纯碱2309,2021-02-05,1749,1775,1739,1767,1767,1188.73,33851,22156,2021-02-05,5,109,2021,2,26,2021-01-28,74.42,52.56,,,,,234244.0,177269.0,,-80.776973,-80.776973,-12.395699,-18.47059,74.42,,,2021-01,,,,,,,,,,,,,,,0.3,0.3,2021,1
61,SA309.CZC,纯碱2309,2021-02-10,1768,1782,1741,1750,1757,651.96,18485,19487,2021-02-10,6,110,2021,2,26,2021-02-04,77.77,54.92,,,,,239197.0,181081.0,,,,,,77.77,,,2021-01,,,,,,,,,,,,,,,0.3,0.3,2021,1
62,SA309.CZC,纯碱2309,2021-02-19,1765,1810,1756,1808,1801,642.85,17891,22780,2021-02-19,7,111,2021,2,26,2021-02-10,80.82,,,,,,265685.0,198042.0,,,,,,80.82,,,2021-01,,,,,,,,,,,,,,,0.3,0.3,2021,1
63,SA309.CZC,纯碱2309,2021-02-26,1807,2012,1801,1971,1963,7629.94,197096,44302,2021-02-26,8,112,2021,2,26,,,,,,,,,,,,,,,,,,2021-01,,,,,,,,,,,,,,,0.3,0.3,2021,1
