,代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),结算价,成交额(百万),成交量,持仓量,date_x,week,weekly,year_x,month_x,yearmonth,date_y,中国:开工率:纯碱,中国:产量:纯碱,中国:产量:碳酸钠(纯碱):累计值,中国:产量:碳酸钠(纯碱):累计同比,中国:产量:碳酸钠(纯碱):当月值,中国:产量:碳酸钠(纯碱):当月同比,期货持仓量:纯碱,期货持仓量(活跃合约):纯碱,中国:工厂总库存:纯碱,中国:进口数量:碳酸钠(纯碱)(28362000):当月同比,中国:进口数量:碳酸钠(纯碱)(28362000):累计同比,中国:出口数量:碳酸钠(纯碱)(28362000):当月同比,中国:出口数量:碳酸钠(纯碱)(28362000):当月环比,中国:开工率:纯碱.1,中国:产量:氧化铝:累计同比,中国:产量:氧化铝:当月同比,指标名称,中国:固定资产投资完成额:累计同比,中国:固定资产投资完成额:制造业:累计同比,中国:规模以上工业增加值:金属制品业:累计同比,中国:规模以上工业增加值:金属制品业:当月同比,中国:规模以上工业增加值:通用设备制造业:当月同比,中国:规模以上工业增加值:通用设备制造业:累计同比,中国:规模以上工业增加值:专用设备制造业:当月同比,中国:规模以上工业增加值:专用设备制造业:累计同比,中国:产量:工业锅炉:当月同比,中国:产量:工业锅炉:累计同比,中国:产量:金属切削机床:累计同比,中国:产量:金属切削机床:当月同比,中国:产量:汽车:当月同比,中国:产量:汽车:累计同比,中国:PPI:全部工业品:当月同比,中国:PPI:全部工业品:累计同比,year_y,month_y
129,SA309.CZC,纯碱2309,2022-06-10,3125,3165,2993,3010,3024,272153.91,4427312,631959,2022-06-10,23,179,2022,6,42,2022-06-02,88.66,58.77,1211.3,-1.8,253.2,2.2,925882.0,623015.0,,223.45676,296.071002,227.668316,28.567446,88.66,-0.5,5.4,2022-05,6.2,10.6,0.6,-2.3,-6.8,-3.6,1.1,3.6,6.9,-5.4,-8.7,-18.0,-4.8,-7.2,6.4,8.1,2022,5
130,SA309.CZC,纯碱2309,2022-06-17,3010,3042,2810,2887,2860,258375.21,4417114,643760,2022-06-17,24,180,2022,6,42,2022-06-09,91.79,60.36,,,,,957770.0,658283.0,,,,,,91.79,,,2022-05,6.2,10.6,0.6,-2.3,-6.8,-3.6,1.1,3.6,6.9,-5.4,-8.7,-18.0,-4.8,-7.2,6.4,8.1,2022,5
131,SA309.CZC,纯碱2309,2022-06-24,2900,2912,2642,2711,2734,318343.47,5753864,605824,2022-06-24,25,181,2022,6,42,2022-06-16,90.08,59.23,,,,,914552.0,599910.0,,,,,,90.08,,,2022-05,6.2,10.6,0.6,-2.3,-6.8,-3.6,1.1,3.6,6.9,-5.4,-8.7,-18.0,-4.8,-7.2,6.4,8.1,2022,5
132,SA309.CZC,纯碱2309,2022-07-01,2725,2908,2664,2744,2803,253684.89,4518479,609639,2022-07-01,26,182,2022,7,43,2022-06-23,89.66,56.98,,,,,968946.0,632870.0,,,,,,89.66,,,2022-06,6.1,10.4,0.5,0.1,1.1,-2.7,6.0,4.1,21.9,-1.0,-7.3,-11.7,26.8,-2.1,6.1,7.7,2022,6
133,SA309.CZC,纯碱2309,2022-07-08,2761,2782,2551,2555,2657,262944.93,4922299,546609,2022-07-08,27,183,2022,7,43,2022-06-30,85.28,56.08,1466.89881,-1.0,249.29807,0.5,980184.0,619715.0,,-87.773226,22.482403,159.638468,-4.49886,85.28,2.3,7.4,2022-06,6.1,10.4,0.5,0.1,1.1,-2.7,6.0,4.1,21.9,-1.0,-7.3,-11.7,26.8,-2.1,6.1,7.7,2022,6
134,SA309.CZC,纯碱2309,2022-07-15,2550,2576,2402,2452,2460,258463.14,5199043,509666,2022-07-15,28,184,2022,7,43,2022-07-07,80.87,53.18,,,,,894712.0,519074.0,,,,,,80.87,,,2022-06,6.1,10.4,0.5,0.1,1.1,-2.7,6.0,4.1,21.9,-1.0,-7.3,-11.7,26.8,-2.1,6.1,7.7,2022,6
135,SA309.CZC,纯碱2309,2022-07-22,2467,2606,2423,2541,2510,230686.07,4605522,484717,2022-07-22,29,185,2022,7,43,2022-07-14,79.64,52.37,,,,,1010023.0,577914.0,,,,,,79.64,,,2022-06,6.1,10.4,0.5,0.1,1.1,-2.7,6.0,4.1,21.9,-1.0,-7.3,-11.7,26.8,-2.1,6.1,7.7,2022,6
136,SA309.CZC,纯碱2309,2022-07-29,2560,2678,2482,2624,2622,173390.54,3362570,402565,2022-07-29,30,186,2022,7,43,2022-07-21,81.91,53.86,,,,,943217.0,511756.0,,,,,,81.91,,,2022-06,6.1,10.4,0.5,0.1,1.1,-2.7,6.0,4.1,21.9,-1.0,-7.3,-11.7,26.8,-2.1,6.1,7.7,2022,6
137,SA309.CZC,纯碱2309,2022-08-05,2634,2669,2560,2584,2583,82873.18,1588146,180778,2022-08-05,31,187,2022,8,44,2022-07-28,76.53,50.32,1692.39372,-0.8,225.15599,1.0,892389.0,435617.0,,-83.450836,-17.771052,413.807517,12.557453,76.53,3.1,8.8,2022-07,5.7,9.9,0.1,-2.3,-0.4,-2.2,4.0,4.1,30.3,-0.3,-10.1,-14.8,31.5,2.9,4.2,7.2,2022,7
138,SA309.CZC,纯碱2309,2022-08-12,2581,2644,2561,2617,2605,20171.01,387650,94674,2022-08-12,32,188,2022,8,44,2022-08-04,73.48,48.32,,,,,808964.0,334735.0,,,,,,73.48,,,2022-07,5.7,9.9,0.1,-2.3,-0.4,-2.2,4.0,4.1,30.3,-0.3,-10.1,-14.8,31.5,2.9,4.2,7.2,2022,7
139,SA309.CZC,纯碱2309,2022-08-19,2613,2645,2587,2606,2614,8727.43,166816,60212,2022-08-19,33,189,2022,8,44,2022-08-11,78.78,51.8,,,,,767763.0,355535.0,,,,,,78.78,,,2022-07,5.7,9.9,0.1,-2.3,-0.4,-2.2,4.0,4.1,30.3,-0.3,-10.1,-14.8,31.5,2.9,4.2,7.2,2022,7
140,SA309.CZC,纯碱2309,2022-08-26,2610,2705,2606,2697,2690,3893.62,73259,23112,2022-08-26,34,190,2022,8,44,2022-08-18,72.05,47.38,,,,,746740.0,404975.0,,,,,,72.05,,,2022-07,5.7,9.9,0.1,-2.3,-0.4,-2.2,4.0,4.1,30.3,-0.3,-10.1,-14.8,31.5,2.9,4.2,7.2,2022,7
141,SA309.CZC,纯碱2309,2022-09-02,2692,2705,2590,2612,2608,1268.41,23793,5332,2022-09-02,35,191,2022,9,45,2022-08-25,70.23,46.18,,,,,824395.0,488867.0,,,,,,70.23,,,2022-08,5.8,10.0,-0.2,-2.3,0.8,-1.9,4.5,4.3,8.0,2.9,-10.5,-13.5,39.0,6.1,2.3,6.6,2022,8
142,SA309.CZC,纯碱2309,2022-09-09,2620,2661,2610,2654,2646,77.5,1474,2964,2022-09-09,36,192,2022,9,45,,,,,,,,,,,,,,,,,,2022-08,5.8,10.0,-0.2,-2.3,0.8,-1.9,4.5,4.3,8.0,2.9,-10.5,-13.5,39.0,6.1,2.3,6.6,2022,8
143,SA309.CZC,纯碱2309,2022-09-16,2650,2887,1865,1898,1895,263.64,6246,2385,2022-09-16,37,193,2022,9,45,2022-09-08,77.64,51.05,,,,,798212.0,493228.0,,,,,,77.64,,,2022-08,5.8,10.0,-0.2,-2.3,0.8,-1.9,4.5,4.3,8.0,2.9,-10.5,-13.5,39.0,6.1,2.3,6.6,2022,8
144,SA309.CZC,纯碱2309,2022-09-23,1900,1922,1879,1912,1915,550.07,14483,4227,2022-09-23,38,194,2022,9,45,2022-09-15,82.35,54.15,,,,,828912.0,502885.0,,,,,,82.35,,,2022-08,5.8,10.0,-0.2,-2.3,0.8,-1.9,4.5,4.3,8.0,2.9,-10.5,-13.5,39.0,6.1,2.3,6.6,2022,8
145,SA309.CZC,纯碱2309,2022-09-30,1900,2028,1900,2016,2006,922.98,23491,6490,2022-09-30,39,195,2022,9,45,2022-09-22,83.05,54.61,,,,,858857.0,526452.0,,,,,,83.05,,,2022-08,5.8,10.0,-0.2,-2.3,0.8,-1.9,4.5,4.3,8.0,2.9,-10.5,-13.5,39.0,6.1,2.3,6.6,2022,8
146,SA309.CZC,纯碱2309,2022-10-14,2025,2075,1982,2007,2008,1250.23,30943,12165,2022-10-14,41,197,2022,10,46,,,,,,,,,,,,,,,,,,2022-09,5.9,10.1,-0.1,1.3,2.3,-1.4,4.9,4.4,16.4,4.6,-11.1,-12.0,25.4,8.1,0.9,5.9,2022,9
147,SA309.CZC,纯碱2309,2022-10-21,2005,2010,1968,1973,1977,1035.8,26083,16035,2022-10-21,42,198,2022,10,46,2022-10-13,89.94,59.71,,,,,788706.0,493115.0,,,,,,89.94,,,2022-09,5.9,10.1,-0.1,1.3,2.3,-1.4,4.9,4.4,16.4,4.6,-11.1,-12.0,25.4,8.1,0.9,5.9,2022,9
148,SA309.CZC,纯碱2309,2022-10-28,1970,1995,1842,1851,1864,1616.29,42093,23173,2022-10-28,43,199,2022,10,46,2022-10-20,87.33,57.98,,,,,850419.0,533760.0,,,,,,87.33,,,2022-09,5.9,10.1,-0.1,1.3,2.3,-1.4,4.9,4.4,16.4,4.6,-11.1,-12.0,25.4,8.1,0.9,5.9,2022,9
149,SA309.CZC,纯碱2309,2022-11-04,1852,1868,1776,1861,1841,1733.86,47630,26937,2022-11-04,44,200,2022,11,47,2022-10-27,82.29,59.28,,,,,854084.0,514916.0,,,,,,82.29,,,2022-10,5.8,9.7,-0.4,-3.1,2.0,-1.0,3.0,4.2,9.4,4.9,-12.5,-8.5,8.6,8.1,-1.3,5.2,2022,10
150,SA309.CZC,纯碱2309,2022-11-11,1869,1949,1852,1940,1916,2490.64,65856,33795,2022-11-11,45,201,2022,11,47,2022-11-03,88.67,58.87,2395.4,-1.2,251.5,3.9,874064.0,505472.0,,-92.278928,-43.96504,380.968891,11.27237,88.67,5.1,12.8,2022-10,5.8,9.7,-0.4,-3.1,2.0,-1.0,3.0,4.2,9.4,4.9,-12.5,-8.5,8.6,8.1,-1.3,5.2,2022,10
151,SA309.CZC,纯碱2309,2022-11-18,1940,2048,1940,2008,2012,6135.63,153236,47410,2022-11-18,46,202,2022,11,47,2022-11-10,91.55,60.79,,,,,852961.0,470754.0,,,,,,91.55,,,2022-10,5.8,9.7,-0.4,-3.1,2.0,-1.0,3.0,4.2,9.4,4.9,-12.5,-8.5,8.6,8.1,-1.3,5.2,2022,10
152,SA309.CZC,纯碱2309,2022-11-25,2005,2014,1907,2003,1991,7696.66,196364,69233,2022-11-25,47,203,2022,11,47,2022-11-17,89.32,59.3,,,,,952873.0,499989.0,,,,,,89.32,,,2022-10,5.8,9.7,-0.4,-3.1,2.0,-1.0,3.0,4.2,9.4,4.9,-12.5,-8.5,8.6,8.1,-1.3,5.2,2022,10
153,SA309.CZC,纯碱2309,2022-12-02,2008,2206,1981,2175,2160,18191.67,431996,92208,2022-12-02,48,204,2022,12,48,2022-11-24,90.05,59.79,,,,,1176857.0,633864.0,,,,,,90.05,,,2022-11,5.3,9.3,-0.4,-0.3,-0.9,-1.0,2.3,4.0,-15.2,1.5,-12.5,-13.2,-9.9,5.6,-1.3,4.6,2022,11
154,SA309.CZC,纯碱2309,2022-12-09,2183,2292,2115,2285,2261,33452.74,758547,96688,2022-12-09,49,205,2022,12,48,2022-12-01,91.53,61.16,2662.5,-0.1,267.5,8.8,1315331.0,614900.0,,-93.247381,-48.10419,212.551458,-11.552573,91.53,5.8,12.3,2022-11,5.3,9.3,-0.4,-0.3,-0.9,-1.0,2.3,4.0,-15.2,1.5,-12.5,-13.2,-9.9,5.6,-1.3,4.6,2022,11
155,SA309.CZC,纯碱2309,2022-12-16,2285,2433,2234,2387,2390,46199.92,991802,110663,2022-12-16,50,206,2022,12,48,2022-12-08,90.67,60.58,,,,,1259380.0,601046.0,,,,,,90.67,,,2022-11,5.3,9.3,-0.4,-0.3,-0.9,-1.0,2.3,4.0,-15.2,1.5,-12.5,-13.2,-9.9,5.6,-1.3,4.6,2022,11
156,SA309.CZC,纯碱2309,2022-12-23,2389,2391,2266,2304,2295,65415.95,1400546,107947,2022-12-23,51,207,2022,12,48,2022-12-15,90.87,60.71,,,,,1264341.0,688326.0,,,,,,90.87,,,2022-11,5.3,9.3,-0.4,-0.3,-0.9,-1.0,2.3,4.0,-15.2,1.5,-12.5,-13.2,-9.9,5.6,-1.3,4.6,2022,11
157,SA309.CZC,纯碱2309,2022-12-30,2305,2393,2290,2381,2366,59025.64,1255455,108466,2022-12-30,52,208,2022,12,48,2022-12-22,89.78,59.99,,,,,1236148.0,725577.0,,,,,,89.78,,,2022-11,5.3,9.3,-0.4,-0.3,-0.9,-1.0,2.3,4.0,-15.2,1.5,-12.5,-13.2,-9.9,5.6,-1.3,4.6,2022,11
158,SA309.CZC,纯碱2309,2023-01-06,2385,2412,2327,2404,2392,34347.72,720004,127964,2023-01-06,1,209,2023,1,49,,,,,,,,,,,,,,,,,,2022-12,5.1,9.1,-0.4,-1.2,-3.4,-1.2,-0.5,3.6,-13.7,-1.1,-13.1,-11.7,-16.7,3.4,-0.7,4.1,2022,12
159,SA309.CZC,纯碱2309,2023-01-13,2399,2419,2280,2390,2374,55413.45,1176443,179125,2023-01-13,2,210,2023,1,49,2023-01-05,92.29,61.67,,,,,1131888.0,743632.0,,,,,,92.29,,,2022-12,5.1,9.1,-0.4,-1.2,-3.4,-1.2,-0.5,3.6,-13.7,-1.1,-13.1,-11.7,-16.7,3.4,-0.7,4.1,2022,12
160,SA309.CZC,纯碱2309,2023-01-20,2387,2526,2372,2525,2509,47604.52,967089,172500,2023-01-20,3,211,2023,1,49,2023-01-12,91.14,60.9,,,,,1273272.0,837268.0,,,,,,91.14,,,2022-12,5.1,9.1,-0.4,-1.2,-3.4,-1.2,-0.5,3.6,-13.7,-1.1,-13.1,-11.7,-16.7,3.4,-0.7,4.1,2022,12
161,SA309.CZC,纯碱2309,2023-02-03,2559,2579,2477,2554,2548,65026.78,1281471,213145,2023-02-03,5,213,2023,2,50,,,,,,,,,,,,,,,,,,2023-01,,,,,,,,,,,,,,,-0.8,-0.8,2023,1
162,SA309.CZC,纯碱2309,2023-02-10,2563,2618,2497,2564,2579,94855.45,1856000,269306,2023-02-10,6,214,2023,2,50,2023-02-02,91.72,61.29,,,,,1260996.0,794542.0,,-86.413896,-86.413896,89.862257,-18.179657,91.72,,,2023-01,,,,,,,,,,,,,,,-0.8,-0.8,2023,1
163,SA309.CZC,纯碱2309,2023-02-17,2577,2577,2462,2486,2488,95518.98,1909590,305788,2023-02-17,7,215,2023,2,50,2023-02-09,92.07,61.52,,,,,1299708.0,790823.0,,,,,,92.07,,,2023-01,,,,,,,,,,,,,,,-0.8,-0.8,2023,1
164,SA309.CZC,纯碱2309,2023-02-24,2470,2571,2415,2530,2529,100928.73,2014512,347317,2023-02-24,8,216,2023,2,50,2023-02-16,91.04,60.83,,,,,1329484.0,769179.0,,,,,,91.04,,,2023-01,,,,,,,,,,,,,,,-0.8,-0.8,2023,1
165,SA309.CZC,纯碱2309,2023-03-03,2530,2580,2504,2574,2569,81652.42,1605169,386912,2023-03-03,9,217,2023,3,51,2023-02-23,90.71,60.61,,,,,1305779.0,705816.0,,,,,,90.71,,,2023-02,5.5,8.1,-0.8,,,-1.3,,3.9,,23.2,-11.8,,,-14.0,-1.4,-1.1,2023,2
166,SA309.CZC,纯碱2309,2023-03-10,2570,2578,2473,2498,2514,99903.29,1977854,391059,2023-03-10,10,218,2023,3,51,2023-03-02,93.32,62.36,502.86225,7.6,,,1296266.0,644464.0,,-99.888682,-97.248775,56.727131,-14.997945,93.32,10.4,,2023-02,5.5,8.1,-0.8,,,-1.3,,3.9,,23.2,-11.8,,,-14.0,-1.4,-1.1,2023,2
167,SA309.CZC,纯碱2309,2023-03-17,2500,2519,2361,2375,2386,110912.68,2281248,444922,2023-03-17,11,219,2023,3,51,2023-03-09,93.28,62.33,,,,,1379885.0,638633.0,,,,,,93.28,,,2023-02,5.5,8.1,-0.8,,,-1.3,,3.9,,23.2,-11.8,,,-14.0,-1.4,-1.1,2023,2
168,SA309.CZC,纯碱2309,2023-03-24,2378,2499,2353,2495,2448,133012.35,2763976,540521,2023-03-24,12,220,2023,3,51,2023-03-16,90.09,62.2,,,,,1398556.0,589966.0,,,,,,90.09,,,2023-02,5.5,8.1,-0.8,,,-1.3,,3.9,,23.2,-11.8,,,-14.0,-1.4,-1.1,2023,2
169,SA309.CZC,纯碱2309,2023-03-31,2485,2548,2436,2463,2463,296606.61,5970080,642033,2023-03-31,13,221,2023,3,51,2023-03-23,92.42,61.75,,,,,1416301.0,523555.0,,,,,,92.42,,,2023-02,5.5,8.1,-0.8,,,-1.3,,3.9,,23.2,-11.8,,,-14.0,-1.4,-1.1,2023,2
170,SA309.CZC,纯碱2309,2023-04-07,2463,2495,2387,2433,2423,202207.68,4154209,721824,2023-04-07,14,222,2023,4,52,2023-03-30,93.78,62.66,769.74029,8.2,267.19254,9.6,1454342.0,622296.0,,542.090808,-36.948699,12.937165,23.313064,93.78,6.3,-0.5,2023-03,5.1,7.0,1.6,4.8,4.6,1.1,7.3,5.5,-2.6,-4.1,-6.8,0.0,11.2,-5.1,-2.5,-1.6,2023,3
171,SA309.CZC,纯碱2309,2023-04-14,2436,2449,2306,2348,2348,288810.66,6143831,788437,2023-04-14,15,223,2023,4,52,2023-04-06,91.57,61.18,,,,,1408197.0,669805.0,,,,,,91.57,,,2023-03,5.1,7.0,1.6,4.8,4.6,1.1,7.3,5.5,-2.6,-4.1,-6.8,0.0,11.2,-5.1,-2.5,-1.6,2023,3
172,SA309.CZC,纯碱2309,2023-04-21,2352,2407,2200,2226,2231,411109.8,8949404,845046,2023-04-21,16,224,2023,4,52,2023-04-13,90.73,60.63,,,,,1479566.0,754293.0,,,,,,90.73,,,2023-03,5.1,7.0,1.6,4.8,4.6,1.1,7.3,5.5,-2.6,-4.1,-6.8,0.0,11.2,-5.1,-2.5,-1.6,2023,3
173,SA309.CZC,纯碱2309,2023-04-28,2230,2239,2084,2094,2120,427134.03,9955744,797037,2023-04-28,17,225,2023,4,52,2023-04-20,92.94,62.1,,,,,1533773.0,795304.0,,,,,,92.94,,,2023-03,5.1,7.0,1.6,4.8,4.6,1.1,7.3,5.5,-2.6,-4.1,-6.8,0.0,11.2,-5.1,-2.5,-1.6,2023,3
174,SA309.CZC,纯碱2309,2023-05-05,2058,2093,2013,2035,2035,127333.63,3110121,858747,2023-05-05,18,226,2023,5,53,2023-04-27,94.36,63.05,1054.2,10.8,263.7,6.5,1592596.0,855559.0,,949.676165,2.480317,17.067674,8.837661,94.36,4.0,-0.6,2023-04,4.7,6.4,1.8,2.7,13.5,4.0,9.1,6.4,-10.6,4.3,-3.0,-1.9,59.8,4.3,-3.6,-2.1,2023,4
175,SA309.CZC,纯碱2309,2023-05-12,2041,2079,1867,1874,1895,458597.57,11597802,1076176,2023-05-12,19,227,2023,5,53,2023-05-04,93.54,62.5,,,,,1558062.0,844383.0,,,,,,93.54,,,2023-04,4.7,6.4,1.8,2.7,13.5,4.0,9.1,6.4,-10.6,4.3,-3.0,-1.9,59.8,4.3,-3.6,-2.1,2023,4
176,SA309.CZC,纯碱2309,2023-05-19,1880,1917,1691,1743,1741,577033.67,15926918,1153634,2023-05-19,20,228,2023,5,53,2023-05-11,91.19,60.93,,,,,1626151.0,886851.0,,,,,,91.19,,,2023-04,4.7,6.4,1.8,2.7,13.5,4.0,9.1,6.4,-10.6,4.3,-3.0,-1.9,59.8,4.3,-3.6,-2.1,2023,4
177,SA309.CZC,纯碱2309,2023-05-26,1750,1754,1550,1610,1596,603166.39,18626488,1314678,2023-05-26,21,229,2023,5,53,2023-05-18,87.33,58.73,,,,,1993479.0,1060265.0,,,,,,87.33,,,2023-04,4.7,6.4,1.8,2.7,13.5,4.0,9.1,6.4,-10.6,4.3,-3.0,-1.9,59.8,4.3,-3.6,-2.1,2023,4
178,SA309.CZC,纯碱2309,2023-06-02,1609,1749,1557,1711,1691,487740.47,14790521,1125026,2023-06-02,22,230,2023,6,54,2023-05-25,89.22,59.99,,,,,2462101.0,1311473.0,,,,,,89.22,,,2023-05,4.0,6.0,1.3,-0.1,6.1,4.5,3.9,5.9,3.9,-1.2,-2.0,1.9,17.3,7.1,-4.6,-2.6,2023,5
179,SA309.CZC,纯碱2309,2023-06-09,1718,1731,1615,1656,1645,284589.96,8559071,1098366,2023-06-09,23,231,2023,6,54,2023-06-01,90.14,60.62,1313.9,7.0,263.1,1.6,2584891.0,1219253.0,,1519.458005,117.220553,-13.928978,-5.474064,90.14,2.3,-4.7,2023-05,4.0,6.0,1.3,-0.1,6.1,4.5,3.9,5.9,3.9,-1.2,-2.0,1.9,17.3,7.1,-4.6,-2.6,2023,5
180,SA309.CZC,纯碱2309,2023-06-16,1660,1727,1580,1697,1701,318205.39,9554134,1161185,2023-06-16,24,232,2023,6,54,2023-06-08,89.6,60.25,,,,,2663043.0,1129130.0,,,,,,89.6,,,2023-05,4.0,6.0,1.3,-0.1,6.1,4.5,3.9,5.9,3.9,-1.2,-2.0,1.9,17.3,7.1,-4.6,-2.6,2023,5
181,SA309.CZC,纯碱2309,2023-06-21,1695,1730,1662,1671,1691,189137.73,5573944,1055568,2023-06-21,25,233,2023,6,54,2023-06-15,90.05,60.55,,,,,2907864.0,1213395.0,,,,,,90.05,,,2023-05,4.0,6.0,1.3,-0.1,6.1,4.5,3.9,5.9,3.9,-1.2,-2.0,1.9,17.3,7.1,-4.6,-2.6,2023,5
182,SA309.CZC,纯碱2309,2023-06-30,1649,1713,1613,1688,1693,221668.86,6643823,1111394,2023-06-30,26,234,2023,6,54,2023-06-22,91.34,61.03,,,,,2871697.0,1134062.0,,,,,,91.34,,,2023-05,4.0,6.0,1.3,-0.1,6.1,4.5,3.9,5.9,3.9,-1.2,-2.0,1.9,17.3,7.1,-4.6,-2.6,2023,5
183,SA309.CZC,纯碱2309,2023-07-07,1686,1722,1666,1696,1700,192630.76,5689624,1139657,2023-07-07,27,235,2023,7,55,2023-06-29,90.3,60.34,1580.7,6.4,266.8,3.5,2948823.0,1070991.0,,217.849867,124.380432,-12.384722,-2.785412,90.3,1.5,-2.3,2023-06,3.8,6.0,1.5,2.4,-0.2,3.6,3.4,5.5,-0.7,-1.2,-2.9,0.0,0.8,6.1,-5.4,-3.1,2023,6
184,SA309.CZC,纯碱2309,2023-07-14,1700,1857,1690,1854,1844,286397.1,7981685,963162,2023-07-14,28,236,2023,7,55,2023-07-06,83.84,56.02,,,,,2991515.0,1106262.0,,,,,,83.84,,,2023-06,3.8,6.0,1.5,2.4,-0.2,3.6,3.4,5.5,-0.7,-1.2,-2.9,0.0,0.8,6.1,-5.4,-3.1,2023,6
185,SA309.CZC,纯碱2309,2023-07-21,1855,2003,1794,1990,1981,306140.14,8033907,915651,2023-07-21,29,237,2023,7,55,2023-07-13,84.62,56.54,,,,,3207866.0,1204803.0,,,,,,84.62,,,2023-06,3.8,6.0,1.5,2.4,-0.2,3.6,3.4,5.5,-0.7,-1.2,-2.9,0.0,0.8,6.1,-5.4,-3.1,2023,6
186,SA309.CZC,纯碱2309,2023-07-28,1995,2207,1971,2086,2102,439007.86,10475799,660149,2023-07-28,30,238,2023,7,55,2023-07-20,85.13,56.88,,,,,2860482.0,915646.0,,,,,,85.13,,,2023-06,3.8,6.0,1.5,2.4,-0.2,3.6,3.4,5.5,-0.7,-1.2,-2.9,0.0,0.8,6.1,-5.4,-3.1,2023,6
187,SA309.CZC,纯碱2309,2023-08-04,2080,2146,1983,1988,2033,229860.11,5516268,417211,2023-08-04,31,239,2023,8,56,2023-07-27,81.9,54.72,,,,,3040065.0,937232.0,,,,,,81.9,,,2023-07,3.4,5.7,1.6,1.4,-1.4,2.8,1.5,4.9,-15.8,-3.2,-1.7,-2.1,-3.8,4.5,-4.4,-3.2,2023,7
188,SA309.CZC,纯碱2309,2023-08-11,1989,2060,1932,2056,2044,68287.09,1710599,240860,2023-08-11,32,240,2023,8,56,2023-08-03,79.42,54.1,1831.4,6.6,251.3,8.7,2711725.0,623546.0,,-80.358001,108.722961,-25.940925,-4.857908,79.42,0.9,-2.2,2023-07,3.4,5.7,1.6,1.4,-1.4,2.8,1.5,4.9,-15.8,-3.2,-1.7,-2.1,-3.8,4.5,-4.4,-3.2,2023,7
189,SA309.CZC,纯碱2309,2023-08-18,2068,2417,2044,2371,2355,82528.96,1845874,192233,2023-08-18,33,241,2023,8,56,2023-08-10,78.3,54.81,,,,,3243138.0,1269900.0,,,,,,78.3,,,2023-07,3.4,5.7,1.6,1.4,-1.4,2.8,1.5,4.9,-15.8,-3.2,-1.7,-2.1,-3.8,4.5,-4.4,-3.2,2023,7
190,SA309.CZC,纯碱2309,2023-08-25,2377,2990,2345,2975,2929,100582.25,1871560,125613,2023-08-25,34,242,2023,8,56,2023-08-17,79.93,55.95,,,,,3116638.0,1268814.0,,,,,,79.93,,,2023-07,3.4,5.7,1.6,1.4,-1.4,2.8,1.5,4.9,-15.8,-3.2,-1.7,-2.1,-3.8,4.5,-4.4,-3.2,2023,7
191,SA309.CZC,纯碱2309,2023-09-01,2990,3264,2701,3250,3184,57720.64,965040,2319,2023-09-01,35,243,2023,9,57,2023-08-24,81.44,57.01,,,,,2536286.0,1005584.0,,,,,,81.44,,,2023-08,3.2,5.9,1.6,1.4,-0.8,2.4,-0.5,4.2,-3.3,-2.4,-1.0,0.0,4.5,4.8,-3.0,-3.2,2023,8
192,SA309.CZC,纯碱2309,2023-09-08,3248,3544,3197,3544,3331,143.97,2247,789,2023-09-08,36,244,2023,9,57,2023-08-31,81.32,56.92,2083.9,7.6,249.3,14.0,2183508.0,965547.0,,-99.00284,101.057922,-45.382582,-30.504382,81.32,0.6,-0.8,2023-08,3.2,5.9,1.6,1.4,-0.8,2.4,-0.5,4.2,-3.3,-2.4,-1.0,0.0,4.5,4.8,-3.0,-3.2,2023,8
193,SA309.CZC,纯碱2309,2023-09-14,3331,3700,3330,3475,3450,48.86,701,0,2023-09-14,37,245,2023,9,57,2023-09-07,78.5,55.28,,,,,1564787.0,805230.0,,,,,,78.5,,,2023-08,3.2,5.9,1.6,1.4,-0.8,2.4,-0.5,4.2,-3.3,-2.4,-1.0,0.0,4.5,4.8,-3.0,-3.2,2023,8
